Well,Well Position,Sample,Experiment,Temperature,RP5,E3UL,Actine,Hsp70_13,Hsp70_i,HIF,PK,CS,Hsp70_B2,Hsp70_A2,Hsp70_12A,Hsp70_C4,SOD,PEPCK,GAPDH,COXIII,ENO,HK,GLR,LON,AspAT,GST,LCF
63,F3,8,control,18.C,22.884,28.363,17.414,29.71570969,30.82722855,26.123,25.002,26.724,27.356,28.627,29.952,22.9,27.099,25.167,22.511,19.43872194,23.762,19.403,28.86,29.01574925,25.21680714,25.7,26.024
64,F4,8,control,18.C,23.392,28.269,17.343,30.26691055,30.77541161,25.978,25.127,26.477,27.489,28.286,29.985,23.46,27.244,25.071,22.448,19.90867166,23.72,19.41,29.163,29.16576604,25.4046581,25.658,25.974
19,B7,11,control,24.C,24.471,30.75,21.286,33.21363068,33.8552475,27.952,27.579,30.678,30.821,30.474,34.611,27.656,28.984,32.432,24.812,23.10046196,25.424,22.511,31.613,32.30933762,28.81703949,29.058,29.02
20,B8,11,control,24.C,24.647,30.513,21.991,33.48757172,NA,NA,27.854,30.736,30.705,30.245,35.341,27.812,28.955,32.134,24.631,22.36937523,25.415,22.353,31.953,32.55204773,28.57148361,29.171,28.97
91,H7,15,control,24.C,22.89,27.817,17.052,30.05028343,30.74688721,26.585,24.018,27.195,26.515,28.143,30.059,25.445,26.784,29.92,22.181,19.17913055,22.715,20.094,29.767,29.2455349,25.37129402,26.013,26.254
92,H8,15,control,24.C,22.748,27.767,17.196,30.31278992,30.71666336,26.589,24.107,27.167,26.582,27.734,30.413,25.588,26.852,30.067,21.955,18.87065506,22.563,20.704,29.597,29.15359688,25.35116959,25.962,26.153
67,F7,17,control,24.C,21.566,26.99,16.191,28.30060577,29.75013924,25.249,23.022,25.57,25.667,27.205,28.905,24.299,25.832,29.961,21.104,19.0486145,21.815,19.557,27.511,27.9355278,24.19238853,23.45,25.433
68,F8,17,control,24.C,21.619,26.931,16.233,28.44816208,29.71466255,25.334,23.123,25.63,25.616,27.144,29.085,24.289,25.882,30.185,20.951,18.75933647,21.876,19.599,27.502,27.9080658,24.24730492,23.386,25.384
51,E3,20,control,24.C,22.235,26.915,17.27,27.50087357,28.59922028,24.697,24.702,25.922,26.945,26.054,28.304,21.964,26.584,25.086,22.118,17.79576997,23.121,19.464,26.552,27.75323895,24.8629749,24.495,25.095
52,E4,20,control,24.C,21.92,26.982,17.353,27.49078751,28.548069,24.726,24.735,25.76,26.974,25.995,28.65,22.177,26.464,25.028,22.055,17.27305345,22.887,19.362,26.476,27.87012509,24.78443791,24.569,25.135
7,A7,26,control,30.C,21.966,27.073,16.834,27.98151207,22.70960045,24.695,24.328,27.442,22.42,22.644,28.979,NA,26.409,27.077,21.639,18.44542694,22.962,20.264,28.245,27.34326363,25.48167229,25.43,25.921
8,A8,26,control,30.C,22.1,27.121,16.882,28.01690674,22.97137642,25.047,24.555,27.482,22.427,22.614,29.099,21.447,26.426,27.131,21.744,18.88377953,22.923,20.057,28.456,27.34681702,25.25146675,25.36,25.85
7,A7,26,control,30.C,22.104,27.061,16.907,27.52427673,23.23184013,24.17,24.645,27.042,22.536,23.403,29.082,21.922,26.331,26.909,21.44,18.02302675,22.584,19.872,28.101,27.23726109,25.17183186,25.463,25.761
8,A8,26,control,30.C,22.167,27.028,16.918,27.65696335,23.26225853,24.249,24.639,27.08,22.524,24.047,29.166,21.927,26.504,26.844,21.499,18.62326555,22.73,19.796,28.024,27.2681506,25.15512921,25.388,25.777
87,H3,30,control,30.C,21.974,27.123,17.356,27.73437119,22.72778511,24.711,25.061,27.015,22.324,24.195,28.707,22.697,26.802,26.441,22.373,18.9911747,23.829,19.939,28.734,27.47644806,25.78815842,26.007,25.618
88,H4,30,control,30.C,22.047,27.017,17.214,28.47578812,22.71546936,24.757,24.998,26.969,22.351,24.146,28.747,22.66,26.921,26.462,22.512,18.86340332,23.937,19.94,28.654,27.40559006,25.64253044,26.054,25.505
25,C1,31,control,32.C,21.686,27.06,16.396,27.39573288,22.13041496,23.57,24.338,27.104,25.769,23.285,30.94,22.389,26.17,25.078,20.811,18.97597313,22.235,20.073,28.48,27.27501297,25.33083344,24.415,25.416
26,C2,31,control,32.C,21.567,26.87,16.352,27.30747986,22.17894554,23.99,24.275,27.122,21.492,23.312,28.841,22.51,26.033,25.103,20.764,18.8124218,23.131,19.716,28.418,26.37325668,25.08472633,24.062,26.866
35,C11,32,control,32.C,21.955,27.202,17.171,26.88703346,21.88228989,23.536,25.384,26.774,21.661,23.607,29.047,20.048,26.463,24.276,22.213,18.5322545,23.616,20.325,28.026,26.25631169,25.37208058,24.967,25.304
36,C12,32,control,32.C,21.965,26.945,17.262,26.58030319,21.92217636,23.413,25.332,26.803,21.805,23.291,28.843,20.455,26.475,24.263,22.264,18.80290155,23.738,20.019,28.306,26.46168927,25.41778065,24.993,25.27
43,D7,34,control,32.C,21.773,26.714,17.659,26.69148254,21.72564888,23.408,25.588,26.639,22.521,23.932,28.821,22.102,26.99,24.582,22.374,19.06793594,24.286,21.357,28.058,26.19862175,25.43190956,23.772,24.677
44,D8,34,control,32.C,21.858,26.805,17.661,26.71375656,21.75585747,24.24,25.699,26.66,22.289,23.679,29.703,22.198,27.116,24.692,22.516,18.32147026,24.415,21.383,28.071,26.38336563,25.38367653,23.735,24.596
9,A9,35,control,32.C,22.075,27.464,17.239,26.69855881,22.07808495,23.782,25.236,26.83,22.016,24.519,29.027,22.825,26.687,26.046,21.824,17.12145929,23.498,20.464,28.558,26.89113644,26.14730145,24.971,25.791
10,A10,35,control,32.C,22.001,26.908,17.187,26.61772346,22.07134628,23.777,25.155,27.049,22.413,NA,29.176,22.962,26.815,25.915,21.792,20.28463487,23.441,20.434,28.335,26.74688557,26.03843762,24.978,25.623
81,G9,39,control,32.C,22.148,27.092,17.563,28.17738914,22.03504181,24.019,25.177,27.256,21.939,24.28,29.987,22.64,27.068,25.72,22.246,19.07390404,23.99,21.946,29.416,26.55908394,26.2923851,25.727,25.36
82,G10,39,control,32.C,22.125,27.103,17.884,27.67715645,22.05004311,24.13,25.183,27.172,21.939,24.398,29.974,22.717,27.118,25.85,22.296,19.5488987,24.161,20.771,29.077,26.57948875,26.24612236,25.708,25.313
69,F9,41,hypoxia,18.C,22.418,27.442,17.353,29.4419651,32.75356674,24.927,24.134,26.622,27.023,28.814,30.065,25.273,26.813,28.266,21.985,19.86213875,22.731,20.343,27.873,28.60833359,25.1431675,24.844,25.44
70,F10,41,hypoxia,18.C,22.345,27.726,17.447,30.22618675,33.07954407,25.006,24.171,26.854,27.096,28.645,29.991,25.482,26.91,28.225,21.915,19.17110062,22.49,20.619,27.794,28.60672379,25.26181984,24.855,25.411
49,E1,42,hypoxia,18.C,21.885,27.297,16.615,28.51830673,31.51039314,24.758,23.47,25.995,27.898,27.555,28.544,24.185,26.56,24.16,21.443,22.87547874,22.107,19.753,27.557,27.72364235,23.90596581,26.051,24.598
50,E2,42,hypoxia,18.C,21.916,27.35,16.563,28.54732704,31.71725845,24.916,23.462,26.023,25.448,27.743,28.562,24.213,26.89,24.364,21.377,22.98750496,21.976,19.913,27.575,27.53353691,23.89386559,25.965,25.823
61,F1,44,hypoxia,18.C,21.849,27.623,16.501,28.01376915,30.5972805,25.26,23.878,26.301,26.473,28.398,29.553,22.551,26.429,23.885,21.217,18.44327859,22.858,19.485,28.208,28.17584065,24.79500653,25.045,25.037
62,F2,44,hypoxia,18.C,22.211,27.383,16.504,27.98974228,30.71127701,25.19,23.895,26.237,26.721,28.279,29.057,22.937,26.33,23.904,21.22,18.8051198,22.837,19.531,28.383,28.29963902,24.76747586,25.302,24.966
85,H1,45,hypoxia,18.C,21.895,26.704,16.606,27.15122032,20.5795784,NA,24.722,27.051,20.388,21.867,28.66,21.981,27.245,25.741,21.792,19.61095238,23.502,20.283,29.254,26.22735786,25.85857773,25.167,25.107
86,H2,45,hypoxia,18.C,21.861,26.713,16.621,27.16105843,20.61213684,23.62,24.83,27.062,20.43,21.361,28.687,21.962,26.962,25.787,21.638,19.3129425,23.45,20.397,29.013,26.29018974,25.90154266,25.201,26.789
79,G7,47,hypoxia,18.C,21.931,28.234,16.037,28.56985664,31.00106239,25.398,23.364,26.51,27.213,28.253,28.571,24.47,26.488,26.529,20.638,18.77988939,21.763,19.438,28.606,28.89556721,24.51679303,25.829,25.96
80,G8,47,hypoxia,18.C,21.953,27.689,16.077,28.54928398,31.33695984,25.277,23.309,26.39,27.331,28.132,28.72,24.661,26.572,26.645,20.685,19.55616312,21.994,19.308,28.446,28.57072858,24.39380528,25.625,25.823
93,H9,50,hypoxia,18.C,22.563,27.979,17.507,28.35128593,31.23430061,25.347,24.972,26.062,26.914,28.116,28.968,22.986,27.201,24.768,22.846,18.80869798,23.622,19.891,28.873,29.19538716,25.46859242,26.958,25.883
94,H10,50,hypoxia,18.C,22.445,28.02,17.631,28.29112244,31.2497139,25.477,25.019,NA,26.989,28.352,29.048,23.408,27.273,25.176,22.867,19.50703172,23.838,19.879,28.557,29.06318501,25.44705846,27.139,25.685
47,D11,52,hypoxia,24.C,22.284,28.384,17.002,29.15122223,29.81093597,25.488,24.598,26.673,25.886,27.339,29.846,22.431,26.186,25.44,21.276,18.77632455,22.719,19.669,28.185,28.47184972,25.03830792,25.322,25.808
48,D12,52,hypoxia,24.C,22.334,37.151,17.052,29.78554344,29.729496,25.708,24.538,26.749,25.921,NA,29.961,23.079,26.114,25.412,21.324,18.89405565,22.72,19.664,28.121,28.5841544,24.9233196,25.317,25.621
59,E11,54,hypoxia,24.C,21.763,27.218,17.315,27.48541069,29.84931564,24.427,24.34,24.929,26.183,26.739,28.864,22.782,26.293,23.34,22.227,18.35567789,23.49,20.18,27.211,27.04167775,24.33279301,23.879,24.608
60,E12,54,hypoxia,24.C,21.977,27.076,17.397,27.35899162,28.57082748,24.603,24.378,24.995,26.189,26.803,28.804,23.014,26.195,23.435,22.316,18.57176904,23.722,19.923,27.171,27.02900342,24.32764699,23.806,24.739
33,C9,56,hypoxia,24.C,22.541,27.922,16.228,29.864048,30.7963562,25.974,23.418,27.005,25.612,27.939,29.661,25.32,26.715,31.14,21.703,19.48264885,22.096,19.978,29.07,29.16901016,25.12512398,27.044,26.687
34,C10,56,hypoxia,24.C,22.223,27.868,16.385,29.74164391,30.81342125,26.158,23.392,26.952,25.584,28.108,29.763,25.511,26.879,31.295,21.564,19.20275307,22.235,20.42,29.042,29.08597946,25.12911606,27.15,26.554
37,D1,57,hypoxia,24.C,22.462,27.677,16.353,29.66773987,27.14020348,25.743,23.698,26.548,25.824,25.494,NA,24.722,26.81,26.316,21.447,19.21897125,22.12,20.458,28.032,28.87651062,24.98094177,26.915,26.226
38,D2,57,hypoxia,24.C,22.169,27.634,16.447,29.52211952,27.12072945,25.863,23.537,26.636,31.17,25.557,29.442,24.745,26.74,26.193,21.378,19.21535301,22.237,19.55,28.97,28.75505638,24.88139534,26.726,NA
73,G1,59,hypoxia,24.C,22.387,27.631,16.333,29.29317474,31.00859642,25.741,23.566,26.545,26.422,28.148,29.113,23.738,26.538,26.379,21.047,18.84967928,21.968,19.041,28.339,28.27008656,24.40187909,26.426,25.91
74,G2,59,hypoxia,24.C,22.666,27.604,16.348,28.94862938,31.43881798,25.396,23.517,26.564,26.345,28.072,29.39,24.403,26.495,26.438,21.026,18.82593469,22.29,18.883,28.212,28.32504109,24.36860539,26.227,25.905
23,B11,62,hypoxia,30.C,24.999,31.228,22.835,31.86829185,29.04648781,28.204,28.637,30.828,28.021,28.581,NA,NA,29.838,29.371,24.966,23.27052621,26.884,23.278,32.923,32.95286206,30.349036,29.648,29.555
24,B12,62,hypoxia,30.C,25.172,31.109,NA,31.38153458,29.16759682,28.548,28.773,30.865,28.173,29.218,34.663,25.856,29.463,29.203,25.104,22.9686387,26.792,23.189,31.947,32.8063815,30.40254857,29.836,29.597
83,G11,64,hypoxia,30.C,22.826,27.713,17.46,27.76766205,22.75909996,24.971,25.49,28.266,22.252,23.884,29.361,22.977,27.445,28.273,22.495,19.19907379,24.525,20.94,28.947,28.13671112,26.65385246,26.891,26.514
84,G12,64,hypoxia,30.C,22.785,27.657,17.507,27.62542152,22.79577827,25.218,25.498,27.984,22.236,23.976,29.779,23.15,27.452,28.135,22.473,19.45885277,24.472,20.982,29.033,27.96643257,26.74662018,26.424,26.539
27,C3,65,hypoxia,30.C,27.005,31.981,25.619,32.89149094,30.76170731,31.129,31.463,32.393,30.055,30.54,36.96,25.858,31.808,34.042,27.842,23.97402315,27.914,25.851,32.987,35.40475491,32.56113889,30.957,31.035
28,C4,65,hypoxia,30.C,27.173,32.265,25.748,33.95746994,31.36556435,30.898,31.242,32.569,29.954,30.929,NA,26.055,31.853,33.579,27.713,25.92266206,28.844,25.752,32.735,34.30252866,33.30557706,30.485,31.067
57,E9,67,hypoxia,30.C,21.851,27.096,16.67,27.3397007,21.39301872,24.363,24.533,27.44,21.116,23.542,28.385,21.423,26.147,25.8,22.316,18.81019974,23.82,20.266,28.77,27.15624809,25.35022545,27.069,25.493
58,E10,67,hypoxia,30.C,21.804,27.092,16.727,27.08512306,21.44997215,24.347,24.564,27.381,21.154,23.503,28.557,21.708,26.081,25.924,22.276,18.67394447,23.728,19.81,28.715,27.03234291,25.39348793,26.982,25.6
29,C5,69,hypoxia,30.C,22.738,27.328,16.992,27.23453522,21.52301979,24.056,25.499,28.017,22.216,22.761,28.898,20.484,26.949,25.461,22.531,18.44883852,24.208,19.477,28.997,27.62892751,25.93104626,25.887,25.601
30,C6,69,hypoxia,30.C,22.835,27.226,17.023,27.29863548,21.59181404,24.235,25.472,28.066,22.228,22.735,28.987,20.717,26.88,25.427,22.501,19.59348611,24.222,19.454,29.194,27.41988591,25.90866162,25.942,25.495
93,H9,70,hypoxia,30.C,22.036,27.009,16.831,27.66382217,23.80984306,24.784,24.74,27.346,22.345,24.72,28.759,22.909,26.722,25.601,21.6,17.751091,22.928,20.219,28.286,27.54523087,25.58475304,25.137,25.621
94,H10,70,hypoxia,30.C,22.034,27.001,16.757,27.93413544,23.85764313,25.043,24.342,27.294,22.377,24.674,28.782,23.054,26.537,25.673,21.715,18.93571091,22.782,19.928,28.396,27.55729675,25.69608307,25.077,25.549
35,C11,73,hypoxia,32.C,21.701,26.586,16.945,26.98114586,20.43900108,23.44,24.986,27.34,20.288,22.483,28.368,21.768,26.986,26.777,21.712,18.40862465,23.457,20.33,28.631,26.12737656,25.32345772,23.964,25.19
36,C12,73,hypoxia,32.C,21.807,26.633,16.993,26.85858154,20.50278473,23.976,24.972,27.306,20.36,22.564,28.41,21.885,26.901,26.772,21.607,18.66875267,23.687,20.557,28.708,26.20105171,25.50617409,24.027,25.256
39,D3,74,hypoxia,32.C,25.793,30.485,23.525,31.65599251,NA,28.126,29.826,31.313,26.456,27.852,35.35,24.18,,30.264,26.158,23.23721437,28.689,24.169,32.286,33.28570966,31.51131512,29.814,29.76
40,D4,74,hypoxia,32.C,25.67,31.023,23.557,31.50947952,25.70158005,27.901,29.896,32.003,26.358,27.925,35.122,24.698,30.208,30.387,26.141,24.42600183,28.717,24.261,32.689,33.10837201,31.16180684,29.706,29.97
89,H5,75,hypoxia,32.C,21.555,26.475,16.948,25.9231472,20.43938828,23.732,25.325,27.382,20.563,23.314,28.53,21.633,26.847,25.773,21.992,18.59825706,24.181,21.144,28.708,26.27067566,25.66109848,25.251,24.954
