Well,Well Position,Sample,Experiment,Temperature,RP5,E3UL,Actine,Hsp70_13,Hsp70_i,HIF,PK,CS,Hsp70_B2,Hsp70_A2,Hsp70_12A,Hsp70_C4,SOD,PEPCK,GAPDH,COXIII,ENO,HK,GLR,LON,AspAT,GST,LCF
24,B12,102,hypercapnia,30.C,21.095,25.475,20.011,24.716,20.981,22.047,24.612,25.023,21.317,23.587,27.264,19.927,26.39000052,23.608,23.215,17.67057228,24.235,22.745,24.886,24.69,24.48294864,20.49685713,24.92938977
29,C5,104,hypercapnia,30.C,21.461,26.326,19.566,27.982,30.9,23.765,24.916,25.441,28.012,28.749,28.83,24.413,24.98199957,23.43,23.052,18.13294411,24.192,23.395,26.93,26.332,22.71705661,21.68154951,24.00681477
30,C6,104,hypercapnia,30.C,21.479,26.296,19.432,28.033,31.019,23.902,24.853,25.594,28.054,28.645,28.684,24.365,24.92999953,23.351,23.098,18.25118256,24.222,23.515,26.754,26.359,22.64649806,21.78227087,24.03473454
83,G11,106,hypercapnia,30.C,21.862,26.899,20.809,25.892,24.139,23.723,25.453,26.331,24.035,26.123,28.857,21.371,26.70800018,28.167,23.985,19.078619,25.045,23.971,26.178,26.454,25.76562691,21.48993874,25.86802101
84,G12,106,hypercapnia,30.C,21.97,26.559,20.787,26.002,24.287,23.857,25.445,26.474,23.959,26.078,28.802,21.35,26.59799957,27.97,23.648,18.10670853,24.764,23.895,26.315,26.464,25.58860779,21.16700554,25.97305489
57,E9,110,hypercapnia,30.C,21.717,26.13,20.634,26.413,24.428,23.51,25.535,25.554,24.089,26.44,28.799,21.527,26.58300018,25.719,23.784,18.00384903,25.241,23.667,25.999,26.159,25.11683273,21.80109596,25.28079033
58,E10,110,hypercapnia,30.C,21.745,26.113,20.732,26.248,24.509,23.537,25.442,25.567,24.166,26.367,29.112,21.406,26.61300087,25.716,23.838,17.97942543,25.098,23.252,25.841,25.937,24.91461182,21.73452759,25.23353004
39,D3,111,hypercapnia,32.C,21.148,26.141,21.268,25.73,22.15,22.975,25.019,25.589,22.425,24.888,28.37,20.8,26.18600005,23.822,23.994,17.69622993,24.371,23.331,25.685,25.058,24.67771182,20.70177313,24.19156247
40,D4,111,hypercapnia,32.C,21.237,26.13,21.172,25.708,22.106,23.006,25.153,25.686,22.455,24.956,28.367,20.674,26.12300032,23.776,24.013,18.51310539,24.412,23.493,25.658,25.162,24.65500865,20.79624411,24.30179578
3,A3,112,hypercapnia,32.C,21.193,25.985,21.345,25.863,22.043,23.453,25.457,25.875,22.242,24.635,28.734,20.873,26.2310009,22.393,23.617,18.09685516,24.386,23.246,25.608,25.097,24.88855171,20.05003738,24.76265526
4,A4,112,hypercapnia,32.C,21.304,25.943,21.245,25.966,22.063,23.582,25.384,25.723,22.257,24.597,28.811,20.918,26.36599922,22.27,23.733,17.97142601,24.255,23.023,25.62,25.073,24.77815437,20.03055763,24.59883308
3,A3,112,hypercapnia,32.C,21.087,25.953,21.559,25.763,22.147,23.253,24.922,25.685,22.02,24.413,28.766,20.939,26.54600066,22.57,24.181,17.65911484,24.702,23.418,25.991,25.38,25.01664386,20.28882262,24.96649152
4,A4,112,hypercapnia,32.C,21.2,25.72,21.477,25.858,22.172,23.431,25.286,25.879,22.022,24.493,29.109,20.919,26.4180004,22.426,24.215,18.59902573,24.627,23.371,25.946,25.326,25.04550967,20.27169272,25.04689389
89,H5,113,hypercapnia,32.C,20.48,25.165,19.991,25.809,21.255,21.516,24.069,24.995,21.289,23.366,27.169,19.852,25.97100067,22.469,22.631,18.04709625,23.77,22.741,25.296,24.213,23.81920433,19.8327198,23.9664135
90,H6,113,hypercapnia,32.C,20.655,25.157,19.974,25.717,21.333,22.191,24.108,24.628,21.278,23.457,27.194,19.798,25.98900032,22.45,22.769,17.94119835,22.946,22.704,25.369,24.278,23.73118401,19.55929375,23.83445549
41,D5,115,hypercapnia,32.C,20.387,25.213,20.189,25.342,21.096,22.139,24.472,24.671,21.567,23.551,27.181,19.783,25.77499962,22.777,22.82,17.46848106,23.965,22.828,25.071,25.095,24.08935165,20.73031044,23.9510994
42,D6,115,hypercapnia,32.C,20.417,25.232,20.114,25.265,21.193,22.8,24.437,24.481,21.678,23.525,27.062,19.627,25.80999947,22.826,22.802,18.0206089,23.861,22.469,24.979,24.782,24.03911209,20.73210144,23.95618629
79,G7,119,hypercapnia,32.C,21.238,26.01,20.692,26.167,22.541,23.202,25.116,25.509,23.099,25.875,28.36,20.724,26.93199921,23.461,23.987,17.92802811,24.731,23.484,26.176,25.758,25.15594673,22.5175457,24.81373024
80,G8,119,hypercapnia,32.C,21.328,26.077,20.748,26.095,22.512,23.41,25.104,25.493,23.179,25.748,28.313,20.808,26.98999977,23.425,24.104,19.72065163,24.549,23.362,26.154,25.774,25.22127151,22.31003571,26.01564217
39,D3,120,hypercapnia,32.C,21.111,25.968,20.429,25.528,22.033,22.982,25.14,25.799,22.343,24.13,28.232,20.549,26.9109993,23.89,24.302,17.70254326,24.99,23.593,25.783,25.098,25.28695107,20.91344833,24.94838905
40,D4,120,hypercapnia,32.C,20.98,25.949,20.391,25.665,21.974,22.924,25.084,25.647,22.201,24.148,27.895,20.516,26.81699944,23.563,24.197,17.96112823,25.234,23.617,25.719,25.222,25.34695625,20.95565414,24.96447182
67,F7,121,combined,18.C,22.607,27.274,21.45,29.5,32.971,23.378,25.314,26.935,29.794,29.866,28.998,25.967,26.46099966,29.036,23.867,19.31984138,24.876,23.281,27.701,27.979,25.05821452,24.10418555,26.01360493
68,F8,121,combined,18.C,22.539,27.288,21.412,29.847,32.42,23.503,25.426,26.798,29.957,29.821,29.391,26.058,26.48599928,29.246,23.846,19.82886696,24.867,23.318,27.754,27.936,25.10621104,23.97026106,26.09930974
21,B9,123,combined,18.C,21.891,26.171,19.757,27.599,31.256,22.809,24.154,25.459,28.922,28.724,28.119,24.244,25.87499922,26.058,22.777,18.22694016,23.42,22.436,26.488,26.937,23.6855701,22.88211676,25.10221082
22,B10,123,combined,18.C,21.542,26.054,19.71,27.544,31.438,22.853,24.252,25.555,28.645,28.962,28.084,24.299,25.92599982,26.072,22.742,18.95978737,23.397,22.435,26.497,27.118,23.70264659,22.77509161,24.94070035
21,B9,125,combined,18.C,21.613,26.076,19.35,28.282,29.525,22.386,24.213,24.654,28.124,28.33,28.08,24.235,25.9470005,28.096,22.619,18.36903191,23.121,22.312,26.288,26.56,23.78455734,22.39992523,24.74156189
22,B10,125,combined,18.C,21.603,26.129,19.364,28.337,29.452,22.336,24.264,25.419,28.06,28.228,27.998,24.269,25.96299934,27.968,22.502,18.67223167,23.136,22.011,26.303,26.531,23.85628128,22.3652935,24.79867554
31,C7,126,combined,18.C,21.976,26.382,20.351,28.363,31.187,22.537,24.608,25.217,28.774,29.351,28.615,24.753,25.95200079,26.452,23.121,18.45394707,23.986,22.358,26.716,27.053,24.10829005,23.75167319,25.08928471
32,C8,126,combined,18.C,21.957,26.322,20.347,28.359,31.275,22.413,24.223,25.148,28.581,29.217,28.336,24.557,25.98300093,26.483,23.169,18.42796898,24.02,22.355,26.699,26.937,24.18989215,23.763226,25.16369992
71,F11,128,combined,18.C,21.736,26.167,20.733,26.995,31.448,22.445,23.943,25.648125,29.358,28.868,29.271,24.37,25.57999915,26.356,23.019,18.45822525,23.248,21.632,27.443,28.073,25.18442569,24.03831717,24.89988499
72,F12,128,combined,18.C,21.864,26.122,20.886,27.291,31.875,22.856,24.669,NA,29.417,29.003,29.409,24.845,25.55300063,26.212,22.955,17.73845863,23.867,22.483,27.233,27.923,25.13682399,23.86998221,25.76144009
25,C1,130,combined,18.C,22.115,26.408,20.144,27.518,31.801,22.904,24.656,25.543,28.576,29.544,28.331,24.118,25.31599921,25.959,22.599,18.12338448,23.581,22.41,26.31,27.075,23.69007716,22.44325682,24.67300206
26,C2,130,combined,18.C,21.975,26.213,20.077,27.481,31.861,22.8,24.612,25.536,28.696,28.97,28.104,23.979,25.30600089,26.006,22.623,17.73731422,23.426,22.207,26.008,26.654,23.54222141,22.2985005,24.59212285
61,F1,133,combined,24.C,21.981,NA,20.987,28.764,30.871,24.395,25.769,26.977,28.098,28.259,29.246,23.32,25.87199974,24.671,23.691,18.40807915,26.15,23.103,26.76,27.142,23.29266167,22.37263489,25.5982399
62,F2,133,combined,24.C,21.979,26.589,21.122,28.827,30.23,24.109,25.756,26.806,28.047,28.064,29.319,23.421,25.97500038,24.677,23.754,18.02508926,24.979,22.841,26.683,26.901,23.273283,22.01065826,25.60147095
31,C7,136,combined,24.C,21.951,26.031,20.002,27.439,27.778,22.907,24.839,25.041,27.322,27.455,28.42,22.569,25.82900047,27.08,22.817,18.06567383,24.063,22.562,25.604,26.507,24.38927841,22.46626091,25.03137207
32,C8,136,combined,24.C,21.995,26.029,20.004,27.433,27.827,23.015,24.787,25.468,27.242,26.92,28.562,22.472,25.94099998,27.368,22.726,17.63256645,23.873,22.629,25.73,26.623,24.37728691,22.39703369,24.93450546
77,G5,137,combined,24.C,21.669,26.06,19.781,27.472,28.654,20.99,25.309,26.073,28.24,27.426,30.379,22.121,26.60400009,26.381,23.446,18.48825264,24.1,24.041,26.62,29.293,26.03577614,25.01144409,26.2694416
78,G6,137,combined,24.C,21.859,25.202,19.76,25.53,28.291,22.361,24.814,NA,28.167,26.791,30.579,22.094,26.33200073,26.611,23.517,18.7436409,23.881,23.931,27.718,28.881,25.74424934,25.14613724,26.21326828
65,F5,138,combined,24.C,22.573,27.032,20.322,NA,28.889,22.799,25.002,25.606,27.827,28.236,28.906,22.575,26.49900055,27.169,23.57,18.88677216,24.787,23.054,26.547,27.244,24.75108528,23.12444687,25.85498619
66,F6,138,combined,24.C,22.457,26.717,20.342,28.479,28.688,23.308,25.053,25.245,27.842,28.295,28.945,22.616,26.59000015,27.173,23.632,18.12238884,24.079,23.278,26.69,27.35,24.72359848,22.97479248,25.76403236
91,H7,139,combined,24.C,21.964,26.053,20.113,27.493,28.213,23.252,24.908,26.532,26.873,27.133,28.895,21.962,26.19399947,25.576,23.656,18.74798393,24.26,22.744,25.993,26.861,24.50805316,21.77966925,25.4474886
92,H8,139,combined,24.C,22.082,26.161,20.122,27.462,28.301,23.264,25.087,26.264,26.837,27.346,29.262,22.04,26.30000037,25.639,23.738,18.67886734,24.314,22.945,26.088,27.025,24.56093822,21.67556998,25.54176503
45,D9,140,combined,24.C,22.569,26.437,20.38,27.757,28.036,23.041,24.802,25.967,26.901,26.893,28.346,22.085,26.62000006,27.693,23.824,18.44194221,24.114,23.374,25.957,27.183,24.67939029,21.71705672,25.60535794
46,D10,140,combined,24.C,22.382,26.557,20.37,27.797,28.005,23.226,24.722,26.042,26.955,26.92,28.546,22.171,26.58400076,27.83,23.806,18.56497574,24.216,23.263,25.908,27.04,24.55447993,21.61953017,25.67710667
77,G5,141,combined,30.C,23.041,27.606,22.211,27.438,25.777,24.84,26.081,27.759,25.086,26.98,29.483,22.89,28.20399969,26.587,25.121,20.03216553,25.694,24.531,27.149,27.215,26.24788318,21.2975907,26.14949971
78,G6,141,combined,30.C,23.092,27.565,22.243,27.343,25.833,24.818,26.22,27.777,25.006,26.96,29.414,22.904,28.29099959,26.511,25.092,19.71409607,25.736,24.53,27.146,27.039,26.37274966,21.50716826,26.03445988
49,E1,144,combined,30.C,21.773,26.951,21.348,26.572,24.637,23.871,25.797,26.022,23.828,25.949,28.729,21.791,26.69300002,24.668,24.41,18.42165184,24.897,23.718,26.672,26.044,25.46389232,21.30197188,25.64191418
50,E2,144,combined,30.C,21.659,26.879,21.164,26.578,24.606,23.834,25.424,25.979,23.837,25.867,28.842,21.868,26.7419998,24.897,24.301,17.34741783,24.842,23.712,26.424,26.03,25.44821773,21.33282515,25.5717619
45,D9,146,combined,30.C,21.683,26.72,21.082,25.556,24.149,23.938,25.326,26.53,24.576,25.254,29.079,21.614,27.0720005,25.666,23.908,18.40693665,24.907,23.626,25.987,26.26,25.40090942,21.06098366,25.64889908
46,D10,146,combined,30.C,21.795,26.807,21.056,25.432,23.892,24.074,25.462,26.385,24.639,25.215,29.216,21.681,27.14699936,25.31,23.948,18.64203835,24.957,23.7,25.933,26.333,25.26642418,21.03563118,25.61053085
81,G9,148,combined,30.C,21.718,26.282,20.666,26.108,23.775,23.601,25.28,25.559,23.989,24.607,28.762,21.162,26.49400061,23.943,24.026,18.72157478,24.521,23.374,25.766,25.752,24.99641261,20.49032637,24.94024068
82,G10,148,combined,30.C,21.573,NA,20.713,26.123,23.85,23.603,25.274,25.604,23.942,25.294,28.537,21.213,26.51100081,23.957,23.965,18.1444931,24.491,23.4,25.724,25.756,24.899258,20.35927054,24.72492772
65,F5,149,combined,30.C,22.437,26.996,21.573,27.208,24.922,24.091,25.672,26.75,24.261,27.13,28.701,21.785,27.44300002,23.507,24.7,19.38151741,25.046,23.797,25.738,26.631,25.59857784,20.63444182,25.67403203
66,F6,149,combined,30.C,22.507,27.02,21.444,27.037,24.966,24.179,25.908,27.312,24.382,26.984,28.668,21.527,27.34500044,23.555,24.691,18.24393082,25.018,23.703,25.689,26.58,25.65465388,20.54329153,25.53494626
53,E5,150,combined,30.C,22.062,26.368,20.863,26.661,24.743,23.409,25.265,NA,24.219,26.093,28.492,21.262,26.62400055,26.285,23.798,18.84227371,25.096,23.784,26.383,26.333,25.65097809,21.97890091,25.28972244
54,E6,150,combined,30.C,21.866,26.185,20.895,26.513,24.396,24.071,25.35,25.249,24.205,26.136,28.838,21.381,26.83300018,26.304,23.878,17.29411125,24.898,23.817,26.423,26.307,25.50864601,21.76042366,25.20321846
17,B5,151,combined,32.C,20.599,25.623,20.919,25.952,22.818,22.587,24.317,25.355,22.468,24.651,27.627,20.767,25.83599966,21.947,23.13,17.34104729,23.611,22.682,24.916,24.44,24.17802654,19.61584517,24.23233395
18,B6,151,combined,32.C,20.59,25.516,20.819,25.925,22.974,22.472,24.669,25.449,22.545,24.67,27.71,20.679,25.85299986,21.913,23.135,17.06143379,23.702,22.766,24.762,24.443,24.13446269,19.9286122,24.13022214
73,G1,153,combined,32.C,20.414,24.969,19.88,25.267,22.364,22.241,23.908,24.133,22.154,24.356,27.183,20.157,25.88199997,21.99,22.826,17.32179642,23.746,22.526,25.735,24.818,24.00446701,19.37261772,24.03385925
74,G2,153,combined,32.C,20.291,24.981,19.93,25.111,22.373,22.205,23.836,23.954,22.078,24.286,27.07,20.073,25.98500061,22.087,22.859,17.63525009,23.588,22.328,25.743,24.607,24.07048798,19.56910133,24.21974564
63,F3,154,combined,32.C,21.134,26.157,20.879,26.159,23.292,23.209,25.049,25.208,22.918,24.144,28.44,20.96,26.95599937,22.774,23.741,18.19979668,24.752,23.037,26.212,25.261,24.80311394,20.21559334,24.93100929
64,F4,154,combined,32.C,21.269,26.152,20.793,26.001,23.023,23.101,25.146,25.246,22.919,24.209,28.336,20.837,26.82799911,22.605,23.653,18.56571198,24.819,22.87,26.281,25.348,24.83032036,20.08423424,24.71343613
5,A5,156,combined,32.C,20.474,25.18,19.314,25.028,22.391,22.172,24.33,24.069,22.315,24.099,26.97,20.045,25.89299965,23.127,22.502,17.5767765,23.314,22.851,25.079,24.452,23.86969566,20.22698021,24.02470779
6,A6,156,combined,32.C,20.434,25.252,19.372,24.969,22.302,22.986,24.672,24.121,22.284,24.055,26.983,19.962,25.91900063,23.276,22.503,17.36859894,23.409,23.153,25.254,24.442,23.80029488,20.23955536,23.9828968
5,A5,156,combined,32.C,20.467,25.253,19.793,24.824,22.459,22.726,24.308,24.165,22.145,24.114,26.91,20.065,25.73199957,23.084,22.578,16.80631065,23.421,22.808,25.297,24.576,23.93472514,20.10482832,23.92582303
6,A6,156,combined,32.C,20.387,25.262,19.743,24.804,22.544,22.866,24.363,24.372,22.2,24.027,26.776,20.046,25.84900015,23.093,22.616,16.92761993,23.4,22.79,25.271,24.358,23.85882983,20.22426268,23.84681302
9,A9,157,combined,32.C,20.55,25.322,20.231,25.774,22.968,22.711,24.403,24.556,22.969,23.685,27.54,20.498,26.24799919,22.11,22.951,17.67142487,23.887,22.987,25.783,25.125,24.43845749,19.9709549,24.22590256
10,A10,157,combined,32.C,20.636,25.372,20.193,NA,22.869,22.659,24.562,24.644,22.983,23.61,27.59,20.512,26.1970005,21.806,22.954,17.81895447,23.49,22.854,25.825,24.957,24.41908455,20.11196899,24.1316452
